Iterazione,AccelX_T1_Mean,AccelX_T1_Variance,AccelX_T1_StdDev,AccelX_T1_Max,AccelX_T1_Min,AccelX_T1_AbsDerivative,AccelY_T1_Mean,AccelY_T1_Variance,AccelY_T1_StdDev,AccelY_T1_Max,AccelY_T1_Min,AccelY_T1_AbsDerivative,AccelZ_T1_Mean,AccelZ_T1_Variance,AccelZ_T1_StdDev,AccelZ_T1_Max,AccelZ_T1_Min,AccelZ_T1_AbsDerivative,AccelX_T2_Mean,AccelX_T2_Variance,AccelX_T2_StdDev,AccelX_T2_Max,AccelX_T2_Min,AccelX_T2_AbsDerivative,AccelY_T2_Mean,AccelY_T2_Variance,AccelY_T2_StdDev,AccelY_T2_Max,AccelY_T2_Min,AccelY_T2_AbsDerivative,AccelZ_T2_Mean,AccelZ_T2_Variance,AccelZ_T2_StdDev,AccelZ_T2_Max,AccelZ_T2_Min,AccelZ_T2_AbsDerivative,AccelT1_SMA,AccelT2_SMA,Label
90,1498.293,48139.474,219.407,1808,1070,265,1336.207,58991.737,242.882,1705,733,474,2143.587,39302.949,198.25,2595,1916,540,1996.8,5768.853,75.953,2139,1695,42,1298.533,16451.942,128.265,1569,927,136,1289.9,40520.597,201.297,1673,814,239,4978.086666666667,4585.233333333334,sitting
91,1666.82,11072.334,105.225,2089,1546,181,1171.993,3322.54,57.641,1408,1062,180,2017.187,4656.058,68.235,2184,1904,148,1922.727,9841.532,99.204,2108,1726,93,1244.04,4277.305,65.401,1396,1041,224,1464.44,1692.34,41.138,1559,1359,82,4856.0,4631.206666666667,sitting
92,1452.04,89495.345,299.158,2089,716,427,1311.567,34999.566,187.082,1750,985,634,2027.933,24768.262,157.379,2430,1792,467,1951.8,5751.387,75.838,2098,1728,71,1456.733,32180.089,179.388,1962,1172,228,1097.867,104681.849,323.546,1481,256,299,4791.54,4506.4,sitting
93,1382.053,44816.704,211.7,1657,716,464,1629.893,7627.229,87.334,1819,1413,95,2432.667,30312.076,174.104,2755,2000,469,1955.573,2466.058,49.659,2076,1851,27,1296.58,17228.057,131.256,1685,1125,460,1392.0,159993.187,399.991,1829,329,1109,5444.613333333334,4644.153333333334,sitting
94,1523.073,5809.308,76.219,1804,1373,13,1608.92,812.22,28.499,1743,1544,6,2532.287,2361.204,48.592,2743,2440,162,1946.12,376.586,19.406,2008,1873,84,1205.16,260.214,16.131,1264,1162,44,1685.827,548.397,23.418,1786,1648,2,5664.28,4837.106666666667,sitting
95,1485.853,93.298,9.659,1509,1461,14,1605.147,55.138,7.425,1623,1585,10,2508.907,54.791,7.402,2530,2485,15,1941.587,173.096,13.157,1980,1896,15,1204.58,168.284,12.972,1239,1165,4,1707.22,396.425,19.91,1760,1662,6,5599.906666666667,4853.386666666666,sitting
96,1488.687,65.935,8.12,1510,1469,29,1607.813,45.178,6.721,1626,1589,7,2511.507,58.877,7.673,2536,2487,11,1935.113,165.567,12.867,1980,1896,5,1206.747,161.749,12.718,1239,1169,9,1742.48,229.743,15.157,1782,1699,46,5608.006666666667,4884.34,sitting
97,1494.04,70.465,8.394,1515,1473,11,1604.78,68.358,8.268,1623,1586,14,2511.193,48.863,6.99,2529,2487,3,1936.327,166.887,12.918,1964,1872,21,1206.06,163.576,12.79,1238,1163,11,1726.547,386.448,19.658,1774,1687,36,5610.013333333333,4868.933333333333,sitting
98,1499.547,58.728,7.663,1520,1481,3,1603.633,54.539,7.385,1626,1586,10,2513.6,62.0,7.874,2549,2498,6,1937.3,176.543,13.287,1970,1872,3,1203.727,202.319,14.224,1253,1156,9,1726.14,445.987,21.118,1770,1671,28,5616.78,4867.166666666667,sitting
99,1497.373,55.207,7.43,1517,1482,6,1607.447,57.567,7.587,1625,1588,1,2515.027,42.666,6.532,2535,2499,9,1931.1,176.17,13.273,1960,1888,2,1208.8,157.72,12.559,1243,1169,24,1757.22,169.425,13.016,1794,1717,18,5619.846666666666,4897.12,sitting
0,38847.38,244204288.342,15627.037,65286,6,34047,9.107,0.095,0.308,10,9,1,31801.747,476032343.336,21818.165,65345,129,17856,1896.447,406.98,20.174,1934,1844,40,1229.0,1503.733,38.778,1323,1160,96,1817.633,16709.219,129.264,2045,1651,256,70658.23333333334,4943.08,standing
1,32389.58,442972261.524,21046.906,65286,262,22019,8.753,0.986,0.993,10,7,2,40929.0,191991466.667,13856.099,64769,17089,47680,1891.28,1028.908,32.077,1978,1806,23,1287.627,6192.461,78.692,1528,1119,223,1469.78,187172.172,432.634,2045,838,866,73327.33333333333,4648.6866666666665,standing
2,29236.02,153543040.26,12391.249,63236,2309,7937,7.44,0.246,0.496,8,7,0,27774.013,384859359.186,19617.833,65409,193,17856,1965.473,2917.916,54.018,2088,1796,61,1328.527,17916.529,133.853,1542,963,173,1357.64,53981.937,232.34,1662,838,762,57017.473333333335,4651.64,standing
3,31971.627,269367551.914,16412.421,65028,516,21247,7.453,0.248,0.498,8,7,0,37775.08,389200929.86,19728.176,65473,257,17856,1868.627,9481.994,97.376,2088,1689,45,1217.933,9639.169,98.179,1467,937,111,1556.207,4820.791,69.432,1664,1371,26,69754.16,4642.766666666666,standing
4,26496.587,518175664.136,22763.472,65028,516,63232,7.613,0.237,0.487,8,7,1,25057.0,191991466.667,13856.099,48897,1217,47680,1868.44,7273.033,85.282,2058,1619,34,1212.293,8494.634,92.166,1394,937,25,1539.453,4085.834,63.921,1677,1390,41,51561.2,4620.1866666666665,standing
5,20922.613,745389281.917,27301.818,65284,4,8192,7.707,0.207,0.455,8,7,0,33310.447,477462063.674,21850.905,65217,2,17856,1868.613,686.984,26.21,1935,1774,51,1217.673,592.087,24.333,1317,1134,18,1573.14,400.014,20.0,1628,1499,67,54240.76666666667,4659.426666666666,standing
6,8156.747,224746306.856,14991.541,64772,4,1280,7.933,0.062,0.249,8,7,0,36321.0,191991466.667,13856.099,60161,12481,47680,1881.293,198.794,14.099,1917,1829,24,1212.753,149.519,12.228,1246,1171,8,1575.94,162.87,12.762,1606,1547,8,44485.68,4669.986666666667,standing
7,14875.893,226407959.029,15046.859,63748,4,49664,7.907,0.085,0.292,8,7,1,29282.707,436345279.647,20888.879,65281,65,17856,1956.36,3763.377,61.346,2123,1868,11,1214.333,992.729,31.508,1318,1135,22,1554.107,667.122,25.829,1611,1475,27,44166.50666666667,4724.8,standing
8,40834.473,345412642.303,18585.28,63748,4,9730,7.38,0.249,0.499,9,7,0,39283.773,319122871.455,17864.011,65345,129,17856,1896.053,3045.744,55.188,2014,1772,134,1211.107,2587.162,50.864,1329,1049,53,1551.767,1056.006,32.496,1655,1475,93,80125.62666666666,4658.926666666666,standing
9,44325.773,396977979.522,19924.306,65029,5,16129,8.08,0.1,0.316,9,7,0,25254.973,270088661.493,16434.374,65345,129,17856,1898.2,2559.24,50.589,2055,1764,91,1216.107,2121.895,46.064,1382,1109,39,1564.193,2525.329,50.253,1677,1425,25,69588.82666666666,4678.5,standing
10,57139.193,73999045.596,8602.27,65029,5,53504,8.02,0.02,0.141,9,8,1,35256.04,456776200.465,21372.323,65409,193,17856,1892.507,255.343,15.979,1924,1842,10,1209.807,346.369,18.611,1267,1143,67,1620.507,435.65,20.872,1668,1539,4,92403.25333333333,4722.82,standing
11,54587.587,139678385.656,11818.561,63237,2309,41985,8.06,0.056,0.237,9,8,1,31713.0,191991466.667,13856.099,55553,7873,47680,1898.033,394.406,19.86,1941,1801,100,1207.053,302.704,17.398,1243,1139,36,1614.6,475.827,21.813,1662,1499,131,86308.64666666667,4719.6866666666665,standing
12,37641.933,433349529.729,20817.049,65285,4,7168,6.587,1.802,1.342,9,4,2,31228.307,469290139.466,21663.105,65473,257,17856,1898.493,1315.317,36.267,2033,1801,97,1209.72,1334.668,36.533,1311,1107,43,1632.14,2754.4,52.482,1901,1499,4,68876.82666666666,4740.3533333333335,standing
13,34016.707,361332347.727,19008.744,65284,516,40192,7.013,0.48,0.693,8,5,2,40792.473,229021966.769,15133.472,65217,2,17856,1941.407,3478.988,58.983,2053,1802,0,1205.713,2309.378,48.056,1311,1067,47,1635.24,1667.342,40.833,1739,1554,70,74816.19333333333,4782.36,standing
14,28667.707,314701748.634,17739.835,65029,5,20223,7.093,0.111,0.333,8,6,0,26763.673,351607678.727,18751.205,65217,2,17856,1892.193,7982.409,89.344,2147,1737,73,1208.72,2992.322,54.702,1324,1019,80,1628.287,1393.658,37.332,1726,1554,8,55438.473333333335,4729.2,standing
15,41740.587,76568457.949,8750.34,60932,1541,11009,7.027,0.026,0.161,8,7,0,36764.733,416731595.662,20414.005,65281,65,17856,1920.34,1001.438,31.646,2033,1857,21,1204.86,837.174,28.934,1267,1123,14,1665.153,1267.743,35.605,1739,1586,71,78512.34666666666,4790.3533333333335,standing
16,44716.993,6324385.073,2514.833,50436,38661,1280,7.0,0.0,0.0,7,7,0,27105.0,191991466.667,13856.099,50945,3265,47680,1908.4,205.787,14.345,1946,1872,1,1207.88,323.226,17.978,1253,1155,18,1721.84,585.588,24.199,1778,1665,35,71828.99333333333,4838.12,standing
17,42170.62,39335869.356,6271.831,61188,26884,14336,7.0,0.0,0.0,7,7,0,32737.0,479301290.667,21892.951,65345,129,17856,1891.52,656.05,25.613,1957,1834,17,1209.787,298.234,17.269,1249,1166,13,1700.36,1412.524,37.584,1778,1612,28,74914.62,4801.666666666667,standing
18,47213.833,300354517.512,17330.739,64772,516,3840,7.127,0.111,0.333,8,7,0,38369.0,191991466.667,13856.099,62209,14529,47680,1965.313,1495.775,38.675,2078,1862,60,1203.7,480.69,21.925,1267,1137,19,1622.587,1994.082,44.655,1722,1506,113,85589.96,4791.6,standing
19,27252.833,308007284.619,17550.136,54788,5,36096,7.0,0.0,0.0,7,7,0,28709.267,416731595.662,20414.005,65409,193,17856,1886.213,6488.701,80.552,2050,1738,171,1208.827,2321.597,48.183,1323,1104,36,1608.433,2176.459,46.653,1720,1500,67,55969.1,4703.473333333333,standing
20,32159.747,365920382.216,19129.046,65285,262,40965,6.773,1.389,1.179,9,5,2,38710.333,351608035.556,18751.214,65473,257,17856,1915.74,5129.139,71.618,2060,1738,151,1208.427,2708.311,52.041,1323,1077,64,1649.007,1800.473,42.432,1729,1500,19,70876.85333333333,4773.173333333333,standing
21,46808.927,193680739.361,13916.923,65289,1543,49411,5.26,0.472,0.687,8,5,3,24681.533,229022510.649,15133.49,65473,257,17856,1923.707,1014.181,31.846,1988,1832,133,1206.227,309.922,17.605,1250,1159,30,1680.567,455.259,21.337,1739,1634,8,71495.72,4810.5,standing
22,32507.047,419360077.124,20478.283,65289,5,3077,7.087,1.146,1.071,9,5,2,34245.7,469289682.877,21663.095,65217,2,17856,1896.873,1031.884,32.123,1988,1827,20,1206.587,626.696,25.034,1270,1145,2,1662.987,800.16,28.287,1739,1598,30,66759.83333333333,4766.446666666667,standing
23,36680.52,469385405.863,21665.304,65029,4,4095,7.193,0.156,0.395,8,7,0,33761.0,191991466.667,13856.099,57601,9921,47680,1920.58,2318.377,48.15,2007,1775,74,1201.707,1516.874,38.947,1262,1074,25,1662.44,1622.9,40.285,1747,1557,24,70448.71333333333,4784.7266666666665,standing
24,15707.367,138841896.566,11783.119,64260,4,8703,6.973,0.026,0.161,7,6,0,30217.96,456776200.465,21372.323,65281,65,17856,1814.267,3800.862,61.651,2028,1703,73,1223.38,3471.102,58.916,1364,1056,73,1679.033,3522.886,59.354,1791,1520,27,45932.3,4716.68,standing
25,31165.333,338657306.662,18402.644,65284,5,30725,7.8,0.693,0.832,10,7,1,40219.027,270088661.493,16434.374,65345,129,17856,1894.287,3963.498,62.956,2028,1736,25,1207.853,3999.392,63.241,1345,1003,25,1639.653,4112.16,64.126,1791,1461,25,71392.16,4741.793333333333,standing
26,33982.293,351626542.021,18751.708,65289,778,42245,8.84,0.388,0.623,10,8,1,26190.227,319122871.455,17864.011,65345,129,17856,1905.053,872.824,29.544,1965,1825,26,1208.093,301.258,17.357,1243,1160,13,1676.26,656.286,25.618,1732,1613,57,60181.36,4789.406666666667,standing
27,33345.78,381726890.958,19537.832,65290,267,6918,8.647,1.268,1.126,12,6,2,36191.293,436345279.647,20888.879,65409,193,17856,1911.307,309.906,17.604,1956,1860,12,1209.587,351.589,18.751,1265,1154,31,1666.673,249.66,15.801,1703,1611,17,69545.72,4787.566666666667,standing
28,31330.327,416903089.727,20418.205,65284,1027,42756,7.62,0.582,0.763,9,6,0,29153.0,191991466.667,13856.099,52993,5313,47680,1897.24,471.876,21.723,1956,1826,12,1208.56,368.833,19.205,1264,1153,33,1631.627,727.207,26.967,1695,1546,68,60490.94666666666,4737.426666666666,standing
29,12445.673,119251088.807,10920.215,65284,260,0,7.987,0.013,0.114,8,7,0,32163.56,477462507.793,21850.915,65473,257,17856,1938.86,3372.454,58.073,2099,1855,68,1204.213,1121.634,33.491,1371,1088,180,1609.433,1278.032,35.75,1680,1498,62,44617.22,4752.506666666667,standing
30,32007.5,468900739.21,21654.116,65284,4,27903,7.48,0.25,0.5,8,7,1,40417.0,191991466.667,13856.099,64257,16577,47680,1944.093,4661.778,68.277,2099,1796,64,1209.233,7866.366,88.693,1386,906,37,1599.22,2558.185,50.579,1749,1498,1,72431.98,4752.546666666667,standing
31,41080.053,89676479.784,9469.767,64004,516,60160,7.027,0.026,0.161,8,7,1,27698.927,389200560.561,19728.167,65217,2,17856,1918.053,727.477,26.972,1994,1856,63,1203.093,1134.618,33.684,1282,1077,27,1615.28,1337.468,36.571,1692,1506,33,68786.00666666667,4736.426666666666,standing
32,42042.613,163233212.37,12776.275,65284,4,2560,7.073,0.068,0.261,8,7,0,37699.987,384859359.186,19617.833,65281,65,17856,1900.113,1447.474,38.046,1970,1814,81,1209.053,388.277,19.705,1258,1152,20,1608.687,1584.055,39.8,1692,1526,61,79749.67333333334,4717.8533333333335,standing
33,42167.293,136052095.087,11664.137,62468,5892,14080,7.173,0.143,0.378,8,7,0,24545.0,191991466.667,13856.099,48385,705,47680,1856.62,4693.689,68.511,2015,1680,30,1216.553,5080.967,71.281,1381,940,38,1605.78,3971.385,63.019,1780,1466,98,66719.46666666666,4678.953333333333,standing
34,34367.827,647897710.703,25453.835,65284,4,43776,7.533,0.249,0.499,8,7,1,33672.253,476032343.336,21818.165,65345,129,17856,1827.68,6498.084,80.611,2015,1616,123,1224.787,3922.208,62.628,1381,1016,64,1569.24,5538.329,74.42,1780,1448,312,68047.61333333333,4621.706666666667,standing
35,28616.267,780947437.796,27945.437,65284,4,46336,7.587,0.242,0.492,8,7,1,35809.0,191991466.667,13856.099,59649,11969,47680,1773.967,1154.752,33.982,1842,1672,70,1241.5,979.717,31.3,1335,1147,49,1479.513,1438.543,37.928,1599,1352,43,64432.85333333333,4494.98,standing
36,33758.5,577504402.877,24031.321,65285,260,30209,7.54,0.248,0.498,8,7,1,29644.52,442065937.476,21025.364,65409,193,17856,1782.973,2029.746,45.053,1899,1672,20,1246.22,1766.198,42.026,1354,1147,22,1454.9,4893.73,69.955,1655,1338,136,63410.56,4484.093333333333,standing
37,32043.147,471412164.245,21712.028,65033,265,55547,7.933,0.342,0.585,9,7,2,39645.587,307477246.589,17535.029,65473,257,17856,1827.987,1585.573,39.819,1909,1722,63,1224.147,664.432,25.777,1314,1165,14,1546.393,7041.012,83.911,1646,1350,182,71696.66666666667,4598.526666666667,standing
38,30275.507,344112765.277,18550.277,65288,3,7942,7.693,0.893,0.945,10,5,1,25616.787,282960141.608,16821.419,65473,257,17856,1863.807,1069.583,32.704,1938,1769,36,1212.373,580.021,24.084,1295,1134,28,1574.613,499.517,22.35,1624,1525,8,55899.986666666664,4650.793333333333,standing
39,19835.2,241941645.973,15554.474,64001,3,19200,7.807,0.409,0.64,10,6,2,35180.953,454579407.418,21320.868,65217,2,17856,1870.267,1674.689,40.923,2000,1786,100,1210.767,944.792,30.737,1321,1134,24,1567.767,570.286,23.881,1633,1523,7,55023.96,4648.8,standing
40,30174.4,328485668.96,18124.174,64772,772,1793,7.547,0.248,0.498,8,7,0,31201.0,191991466.667,13856.099,55041,7361,47680,1865.287,5268.991,72.588,2020,1704,132,1213.04,2043.998,45.211,1330,1117,33,1598.587,828.602,28.785,1659,1536,25,61382.94666666666,4676.913333333333,standing
41,31301.547,306231680.514,17499.477,64259,261,41471,7.047,0.538,0.733,9,6,0,31153.213,470669226.621,21694.912,65281,65,17856,1877.127,7987.297,89.372,2076,1704,181,1208.14,1980.56,44.503,1316,1026,56,1608.227,1239.829,35.211,1695,1524,48,62461.806666666664,4693.493333333333,standing
42,35363.26,171529680.046,13096.934,63237,517,7682,6.84,0.414,0.643,9,5,1,41154.28,214516556.868,14646.384,65345,129,17856,1895.273,3829.225,61.881,2076,1787,155,1209.78,2346.438,48.44,1350,1077,95,1647.007,2813.42,53.042,1745,1524,164,76524.38,4752.06,standing
43,41071.613,6168754.397,2483.698,46596,30469,9983,7.0,0.0,0.0,7,7,0,27125.48,361619186.756,19016.287,65345,129,17856,1877.433,293.299,17.126,1914,1832,36,1206.833,373.206,19.319,1275,1114,78,1702.04,196.785,14.028,1738,1665,11,68204.09333333334,4786.306666666666,standing
44,42242.293,4239302.474,2058.957,47364,35588,3328,7.0,0.0,0.0,7,7,0,37126.547,409376464.168,20233.054,65409,193,17856,1882.447,235.234,15.337,1918,1831,13,1208.333,217.462,14.747,1253,1153,71,1708.627,146.327,12.097,1738,1677,31,79375.84,4799.406666666667,standing
45,38202.613,14367751.464,3790.482,50948,28932,11264,7.0,0.0,0.0,7,7,0,26593.0,191991466.667,13856.099,50433,2753,47680,1867.987,355.84,18.864,1920,1820,7,1210.02,257.873,16.058,1244,1167,27,1673.533,784.582,28.01,1733,1602,113,64802.613333333335,4751.54,standing
46,48080.893,279690734.335,16723.957,65284,4,12288,7.1,0.09,0.3,8,7,0,33098.813,479096981.458,21888.284,65473,257,17856,1933.02,1621.033,40.262,2009,1840,20,1203.087,641.172,25.321,1263,1137,27,1619.86,596.04,24.414,1681,1568,3,81186.80666666667,4755.966666666666,standing
47,29995.253,427109241.469,20666.621,65284,4,4864,6.947,0.077,0.277,8,6,0,37857.0,191991466.667,13856.099,61697,14017,47680,1855.1,4484.41,66.966,2009,1734,216,1224.127,2717.177,52.127,1354,988,227,1533.667,3535.729,59.462,1650,1424,163,67859.2,4612.893333333333,standing
48,29017.627,282616163.554,16811.192,64772,4,62464,7.42,0.297,0.545,8,6,2,28634.18,420255547.734,20500.135,65217,2,17856,1860.587,3476.269,58.96,2002,1755,66,1224.067,3998.729,63.236,1354,988,76,1513.373,2048.514,45.261,1636,1414,99,57659.22666666667,4598.026666666667,standing
49,42889.087,313726433.039,17712.324,64772,4,4608,7.167,0.139,0.373,8,7,0,38635.24,346449228.049,18613.147,65281,65,17856,1825.027,259.199,16.1,1866,1770,18,1223.74,311.072,17.637,1283,1169,3,1526.193,611.356,24.726,1605,1465,10,81531.49333333333,4574.96,standing
50,42819.147,769908134.525,27747.219,65284,4,3584,7.32,0.218,0.467,8,7,0,24606.44,236122255.633,15366.27,65281,65,17856,1848.44,219.073,14.801,1880,1800,14,1218.193,182.449,13.507,1254,1175,2,1566.987,682.52,26.125,1614,1498,50,67432.90666666666,4633.62,standing
51,53961.973,102080749.386,10103.502,65284,4,4864,7.027,0.026,0.161,8,7,0,34607.507,466225501.343,21592.256,65345,129,17856,1853.127,151.511,12.309,1893,1826,11,1223.24,205.582,14.338,1262,1178,26,1507.887,1302.287,36.087,1597,1439,43,88576.50666666667,4584.253333333333,standing
52,54520.053,40518144.637,6365.386,62980,1540,5888,7.053,0.05,0.224,8,7,1,33249.0,191991466.667,13856.099,57089,9409,47680,1856.333,194.036,13.93,1896,1815,44,1224.64,157.844,12.564,1262,1181,9,1511.107,172.069,13.118,1541,1454,39,87776.10666666667,4592.08,standing
53,35601.393,397844468.345,19946.039,65031,5,16635,7.773,0.389,0.624,9,7,1,30579.773,460862384.629,21467.706,65409,193,17856,1847.567,371.672,19.279,1891,1785,3,1219.753,250.786,15.836,1284,1171,24,1542.287,558.391,23.63,1630,1486,47,66188.94,4609.606666666667,standing
54,31572.253,429994399.736,20736.306,64772,260,6906,7.58,0.284,0.533,8,6,0,40580.84,256808562.961,16025.248,65473,257,17856,1855.58,553.484,23.526,1921,1785,25,1222.027,466.279,21.593,1284,1163,42,1529.4,822.6,28.681,1630,1476,51,72160.67333333334,4607.006666666667,standing
55,52274.08,334726491.887,18295.532,65284,260,4352,7.127,0.111,0.333,8,7,0,26552.04,330359877.905,18175.805,65473,257,17856,1859.707,194.874,13.96,1913,1808,12,1224.607,160.625,12.674,1261,1182,34,1507.013,168.506,12.981,1538,1472,5,78833.24666666667,4591.326666666667,standing
56,60307.36,30135619.857,5489.592,65284,260,512,7.007,0.007,0.084,8,7,0,36116.207,433331237.297,20816.61,65217,2,17856,1854.673,152.247,12.339,1880,1820,1,1220.687,176.868,13.299,1260,1182,38,1529.227,374.282,19.346,1582,1480,30,96430.57333333333,4604.586666666667,standing
57,50741.493,472862072.65,21745.392,65284,4,59392,7.207,0.164,0.405,8,7,1,28641.0,191991466.667,13856.099,52481,4801,47680,1874.087,2237.586,47.303,2012,1820,144,1212.64,1005.47,31.709,1294,1105,49,1561.247,310.306,17.616,1608,1516,33,79389.7,4647.973333333333,standing
58,33204.033,567977088.499,23832.27,65284,772,39169,7.52,0.263,0.513,8,6,1,32088.467,478024358.116,21863.768,65281,65,17856,1901.213,4664.701,68.299,2053,1777,125,1220.467,1225.702,35.01,1304,1130,9,1572.007,436.807,20.9,1629,1499,46,65300.02,4693.6866666666665,standing
59,29634.16,341687037.454,18484.779,64516,1029,14079,6.687,0.348,0.59,8,5,1,39905.0,191991466.667,13856.099,63745,16065,47680,1869.787,1459.194,38.199,1984,1783,116,1214.427,1018.925,31.921,1302,1130,81,1531.847,489.583,22.127,1589,1477,41,69545.84666666666,4616.06,standing
60,23228.693,25805552.533,5079.917,32260,6661,18687,7.0,0.0,0.0,7,7,0,28060.733,397577607.396,19939.348,65345,129,17856,1890.333,356.409,18.879,1940,1837,9,1213.18,351.734,18.755,1254,1162,30,1576.653,851.386,29.179,1622,1510,30,51296.426666666666,4680.166666666667,standing
61,25494.867,3420445.849,1849.445,30980,20996,1025,7.0,0.0,0.0,7,7,0,38061.8,375869754.027,19387.361,65409,193,17856,1887.847,174.103,13.195,1933,1852,13,1211.96,162.852,12.761,1245,1181,32,1590.893,168.829,12.993,1627,1551,34,63563.666666666664,4690.7,standing
62,26240.66,9291729.078,3048.234,36356,15877,7168,7.0,0.0,0.0,7,7,0,24033.0,191991466.667,13856.099,47873,193,47680,1869.2,913.013,30.216,1917,1794,17,1208.02,412.593,20.312,1260,1150,0,1618.233,1076.712,32.813,1691,1563,100,50280.66,4695.453333333333,standing
63,42646.967,74009784.886,8602.894,60164,15877,20992,7.0,0.0,0.0,7,7,0,34034.067,474193560.462,21775.986,65473,257,17856,1870.547,756.661,27.507,1936,1794,30,1208.087,1543.652,39.289,1303,1117,9,1698.94,1079.923,32.862,1806,1645,4,76688.03333333334,4777.573333333334,standing
64,48021.14,8659798.88,2942.754,54532,39940,5631,7.0,0.0,0.0,7,7,0,35297.0,191991466.667,13856.099,59137,11457,47680,1883.053,273.13,16.527,1936,1832,14,1206.667,875.022,29.581,1298,1121,73,1653.873,2446.564,49.463,1806,1588,96,83325.14,4743.593333333333,standing
65,45788.747,13066774.482,3614.799,51972,36100,8960,7.0,0.0,0.0,7,7,0,29569.433,444772640.246,21089.633,65217,2,17856,1874.86,431.64,20.776,1911,1824,61,1210.127,172.151,13.121,1253,1172,7,1631.913,324.052,18.001,1669,1584,20,75365.18,4716.9,standing
